Time,UK PV 10:00 DAH Forecast(MW),UK Wind 10:00 DAH Forecast(MW),UK Demand 10:00 DAH Forecast(MW),UK - PowerDemand - Observation - Total - Hourly - MW - RealData (MW),UK Wind 15:00 DAH Forecast(MW),UK PV 15:00 DAH Forecast(MW),UK Demand 15:00 DAH Forecast(MW),UK - PowerDemand - Normal - Total - Hourly - MW - Normal (MW),Elexon Estimated Imbalance Price  (3) (£/MWh),EPEX UK DayAhead Hourly Price (1) (£/MWh)
1/25/2020 5:30,0,,,,,0,,,18.4,
1/25/2020 6:00,0,4642,24510,,4609,0,24535,24158,18,28.1
1/25/2020 6:30,0,,,,,0,,,18.3,
1/25/2020 7:00,0,4977,26402,,4971,0,26438,26408,19.2,30.5
1/25/2020 7:30,0,,,,,0,,,20.6,
1/25/2020 8:00,0,5286,29686,,5369,0,29731,30250,32.9,34.9
1/25/2020 8:30,0,,,,,0,,,39.6,
1/25/2020 9:00,91,5657,32392,,5785,66,32410,32522,43.2,37.6
1/25/2020 9:30,317,,,,,232,,,50,
1/25/2020 10:00,638,6176,33946,,6255,495,33967,34361,30,39.7
1/25/2020 10:30,1041,,,,,845,,,53,
1/25/2020 11:00,1391,6616,34280,,6701,1154,34322,34579,53,38.8
1/25/2020 11:30,1672,,,,,1406,,,53,
1/25/2020 12:00,1863,6913,34032,,7027,1567,34074,34728,53,37.6
1/25/2020 12:30,1961,,,,,1634,,,53,
1/25/2020 13:00,1966,7022,34144,,7121,1647,34194,34685,53,35.4
1/25/2020 13:30,1879,,,,,1606,,,53,
1/25/2020 14:00,1704,6851,34024,,6940,1490,34071,34339,50,34.1
1/25/2020 14:30,1446,,,,,1299,,,46.2,
1/25/2020 15:00,1152,6536,33768,,6667,1052,33813,34466,50,35.6
1/25/2020 15:30,831,,,,,758,,,46.2,
1/25/2020 16:00,536,6226,34654,,6461,483,34695,35167,27.3,37.3
1/25/2020 16:30,279,,,,,239,,,46.2,
1/25/2020 17:00,109,6123,36769,,6382,84,36800,37504,50,42
1/25/2020 17:30,25,,,,,19,,,50,
1/25/2020 18:00,0,6297,39124,,6537,0,39136,39587,50,54.2
1/25/2020 18:30,0,,,,,0,,,50,
1/25/2020 19:00,0,6752,38683,,7049,0,38692,39483,50,46.9
1/25/2020 19:30,0,,,,,0,,,50,
1/25/2020 20:00,0,7417,37152,,7793,0,37172,38378,50,37.4
1/25/2020 20:30,0,,,,,0,,,17.8,
1/25/2020 21:00,0,8084,34886,,8370,0,34908,35838,17.5,36
1/25/2020 21:30,0,,,,,0,,,17.5,
1/25/2020 22:00,0,8606,31844,,8725,0,31861,32696,48,35.2
1/25/2020 22:30,0,,,,,0,,,48,
1/25/2020 23:00,0,8949,28953,,8916,0,28972,29371,48,31.5
1/25/2020 23:30,0,,,,,0,,,48,
1/26/2020 0:00,0,9056,26092,,8951,0,26109,26372,47.5,29.7
1/26/2020 0:30,0,,,,,0,,,48,
1/26/2020 1:00,0,9375,25716,,9304,0,25739,25245,48,28.8
1/26/2020 1:30,0,,,,,0,,,48,
1/26/2020 2:00,0,9510,24911,,9419,0,24921,24544,47.5,26.6
1/26/2020 2:30,0,,,,,0,,,45.5,
1/26/2020 3:00,0,9592,23676,,9548,0,23672,23477,45.5,24.5
1/26/2020 3:30,0,,,,,0,,,45.5,
1/26/2020 4:00,0,9783,22569,,9769,0,22569,22449,45.5,24.1
1/26/2020 4:30,0,,,,,0,,,29.4,
1/26/2020 5:00,0,10191,21940,,10175,0,21921,22209,29.7,23
1/26/2020 5:30,0,,,,,0,,,31,
1/26/2020 6:00,0,10543,21654,,10612,0,21653,22193,31,23
1/26/2020 6:30,0,,,,,0,,,30.3,
1/26/2020 7:00,0,10769,22493,,10941,0,22490,23391,31.1,24.2
1/26/2020 7:30,0,,,,,0,,,30.5,
1/26/2020 8:00,0,10922,24804,,11143,0,24768,26251,27,25.6
1/26/2020 8:30,0,,,,,0,,,2.5,
1/26/2020 9:00,77,10763,27471,,10976,71,27485,28531,10,29.3
1/26/2020 9:30,263,,,,,245,,,31.4,
1/26/2020 10:00,500,10225,29877,,10323,498,29975,30790,32.6,33
1/26/2020 10:30,778,,,,,818,,,33.8,
1/26/2020 11:00,1036,9536,31437,,9520,1089,31512,31726,3,35.6
1/26/2020 11:30,1261,,,,,1294,,,3,
1/26/2020 12:00,1338,9023,32267,,8875,1361,32319,32321,3,36.3
1/26/2020 12:30,1333,,,,,1335,,,49,
1/26/2020 13:00,1259,8698,32871,,8628,1241,32937,32715,50.5,41
1/26/2020 13:30,1148,,,,,1104,,,50.5,
1/26/2020 14:00,1016,8477,33204,,8783,976,33276,32695,49,42.2
1/26/2020 14:30,866,,,,,861,,,11.1,
1/26/2020 15:00,685,8196,33498,,8792,705,33577,32997,11.1,42
1/26/2020 15:30,480,,,,,511,,,11.1,
1/26/2020 16:00,310,7631,34259,,8249,338,34314,33853,49,35.9
1/26/2020 16:30,179,,,,,192,,,47.5,
1/26/2020 17:00,83,6993,36555,,7450,86,36608,36428,53.5,43
1/26/2020 17:30,21,,,,,21,,,57,
1/26/2020 18:00,0,6528,39302,,6774,0,39323,38589,57,56.9
1/26/2020 18:30,0,,,,,0,,,57,
1/26/2020 19:00,0,6299,38998,,6359,0,38998,38516,57,51
1/26/2020 19:30,0,,,,,0,,,51,
1/26/2020 20:00,0,6286,37429,,6293,0,37400,37432,57,43.9
1/26/2020 20:30,0,,,,,0,,,51.5,
1/26/2020 21:00,0,6574,35207,,6535,0,35186,34956,47.5,34.4
1/26/2020 21:30,0,,,,,0,,,12.1,
1/26/2020 22:00,0,7066,32280,,7008,0,32270,31820,46,37.5
1/26/2020 22:30,0,,,,,0,,,46,
1/26/2020 23:00,0,7530,29098,,7492,0,29100,28255,12.2,28.5
1/26/2020 23:30,0,,,,,0,,,46,
1/27/2020 0:00,0,8034,25948,,8028,0,25956,25109,19.2,27.9
1/27/2020 0:30,0,,,,,0,,,3,
1/27/2020 1:00,0,8192,25377,,8878,0,25382,25422,2.5,25.6
1/27/2020 1:30,0,,,,,0,,,13.4,
1/27/2020 2:00,0,8747,24806,,9498,0,24808,25010,46,23.4
1/27/2020 2:30,0,,,,,0,,,28,
1/27/2020 3:00,0,9248,23822,,9937,0,23823,24366,10.8,20.3
1/27/2020 3:30,0,,,,,0,,,2.5,
1/27/2020 4:00,0,9659,23126,,10219,0,23128,23868,0,18.4
1/27/2020 4:30,0,,,,,0,,,0,
1/27/2020 5:00,0,10112,22886,,10567,0,22885,23896,2.5,22.1
1/27/2020 5:30,0,,,,,0,,,2.5,
1/27/2020 6:00,0,10621,24577,,10843,0,24580,25096,2.5,24.6
1/27/2020 6:30,0,,,,,0,,,3,
1/27/2020 7:00,0,10935,30198,,11013,0,30206,30553,46,35.2
1/27/2020 7:30,0,,,,,0,,,47,
1/27/2020 8:00,0,10871,36149,,11076,0,36150,36748,47.5,37.6
1/27/2020 8:30,0,,,,,0,,,49,
1/27/2020 9:00,167,10661,38816,,10975,157,38783,38570,55,37.4
1/27/2020 9:30,567,,,,,536,,,47.5,
1/27/2020 10:00,1046,10416,38964,,10772,1003,38937,38983,14.1,37.2
1/27/2020 10:30,1586,,,,,1539,,,14.2,
1/27/2020 11:00,2118,10058,38472,,10386,2028,38475,38626,3,35.5
1/27/2020 11:30,2619,,,,,2451,,,51,
1/27/2020 12:00,2886,9699,38001,,10015,2710,38031,38445,3.5,36.9
1/27/2020 12:30,2898,,,,,2803,,,3.5,
1/27/2020 13:00,2869,9262,37997,,9674,2787,38046,38411,17.4,37.5
1/27/2020 13:30,2756,,,,,2667,,,54.8,
1/27/2020 14:00,2538,8595,38108,,8936,2456,38138,38302,55,37.7
1/27/2020 14:30,2213,,,,,2158,,,55,
1/27/2020 15:00,1795,7971,38263,,7957,1778,38290,38404,49.9,38.9
1/27/2020 15:30,1296,,,,,1326,,,54.5,
1/27/2020 16:00,834,7427,39557,,7062,883,39581,39172,62.8,37.2
1/27/2020 16:30,425,,,,,465,,,62.8,
1/27/2020 17:00,159,7088,41755,,6569,184,41764,41538,62.8,42
1/27/2020 17:30,37,,,,,43,,,62.8,
1/27/2020 18:00,0,7048,44360,,6144,0,44369,43479,62.8,55.1
1/27/2020 18:30,0,,,,,0,,,62.8,
1/27/2020 19:00,0,7076,44036,,5687,0,44042,43395,62.8,52
1/27/2020 19:30,0,,,,,0,,,24,
1/27/2020 20:00,0,7088,42448,,5595,0,42449,42304,53,48
1/27/2020 20:30,0,,,,,0,,,62.8,
1/27/2020 21:00,0,6910,39818,,5630,0,39817,39520,53,39.6
1/27/2020 21:30,0,,,,,0,,,49.5,
1/27/2020 22:00,0,6595,36186,,5566,0,36186,35742,51,33.5
1/27/2020 22:30,0,,,,,0,,,48.5,
1/27/2020 23:00,0,6453,31942,,5479,0,31941,31322,48.4,31
1/27/2020 23:30,0,,,,,0,,,48.4,
1/28/2020 0:00,0,6559,28206,,5369,0,28210,27326,46,40
1/28/2020 0:30,0,,,,,0,,,46,
1/28/2020 1:00,0,6785,27080,,6836,0,27081,26659,21.1,40
1/28/2020 1:30,0,,,,,0,,,16.6,
1/28/2020 2:00,0,7500,26708,,7235,0,26706,26175,19.6,35.6
1/28/2020 2:30,0,,,,,0,,,30.9,
1/28/2020 3:00,0,8153,25891,,7889,0,25888,25433,31.2,28.7
1/28/2020 3:30,0,,,,,0,,,45,
1/28/2020 4:00,0,8595,25149,,8431,0,25146,24899,45,21.9
1/28/2020 4:30,0,,,,,0,,,18.3,
1/28/2020 5:00,0,8933,24805,,8997,0,24801,24877,2.5,22.7
1/28/2020 5:30,0,,,,,0,,,0,
1/28/2020 6:00,0,9162,26239,,9433,0,26235,26001,2,27
1/28/2020 6:30,0,,,,,0,,,2,
1/28/2020 7:00,0,9218,31666,,9552,0,31663,31227,40.1,36.1
1/28/2020 7:30,0,,,,,0,,,39.6,
1/28/2020 8:00,0,9205,37751,,9438,0,37750,37315,14,40
1/28/2020 8:30,0,,,,,0,,,50,
1/28/2020 9:00,193,9340,40089,,9394,189,40005,39112,49.3,46
1/28/2020 9:30,649,,,,,638,,,49.3,
1/28/2020 10:00,1152,9521,39793,,9480,1161,39794,39464,49.3,45.8
1/28/2020 10:30,1682,,,,,1737,,,50,
1/28/2020 11:00,2205,9705,38760,,9543,2277,38679,39010,49,38.5
1/28/2020 11:30,2703,,,,,2762,,,48.5,
1/28/2020 12:00,3008,9890,37975,,9629,3071,37864,38824,48.5,34.8
1/28/2020 12:30,3113,,,,,3199,,,16.3,
1/28/2020 13:00,3106,10133,37871,,9807,3212,37755,38756,49,33.7
1/28/2020 13:30,2995,,,,,3113,,,50,
1/28/2020 14:00,2791,10377,38071,,10043,2904,37973,38621,50,32
1/28/2020 14:30,2495,,,,,2587,,,50,
1/28/2020 15:00,2100,10569,38208,,10312,2172,38151,38723,48.5,31
1/28/2020 15:30,1614,,,,,1670,,,16.3,
1/28/2020 16:00,1121,10708,39424,,10563,1159,39412,39454,17,33.3
1/28/2020 16:30,639,,,,,656,,,50,
1/28/2020 17:00,287,10914,41531,,10759,290,41537,41758,17,42
1/28/2020 17:30,71,,,,,72,,,17.2,
1/28/2020 18:00,0,11196,44224,,10967,0,44232,43683,51.7,51.1
1/28/2020 18:30,0,,,,,0,,,55.7,
1/28/2020 19:00,0,11472,43676,,11252,0,43668,43584,55.7,44
1/28/2020 19:30,0,,,,,0,,,55,
1/28/2020 20:00,0,11663,42106,,11587,0,42097,42495,55,42.7
1/28/2020 20:30,0,,,,,0,,,55,
1/28/2020 21:00,0,11754,39420,,11791,0,39408,39733,48.5,37.5
1/28/2020 21:30,0,,,,,0,,,48.5,
1/28/2020 22:00,0,11765,35642,,11870,0,35626,35984,48.1,37
1/28/2020 22:30,0,,,,,0,,,48.5,
1/28/2020 23:00,0,11838,31215,,11947,0,31186,31579,48,26.8
1/28/2020 23:30,0,,,,,0,,,47.5,
1/29/2020 0:00,0,11884,27505,,11993,0,27477,27642,47.5,25
1/29/2020 0:30,0,,,,,0,,,46,
1/29/2020 1:00,0,12215,26391,,12178,0,26379,27321,27.6,24.9
1/29/2020 1:30,0,,,,,0,,,45.4,
1/29/2020 2:00,0,12171,25884,,12058,0,25873,26838,46,22.9
1/29/2020 2:30,0,,,,,0,,,45.4,
1/29/2020 3:00,0,12100,25024,,11980,0,25013,26087,45.4,18.8
1/29/2020 3:30,0,,,,,0,,,45.4,
1/29/2020 4:00,0,12109,24500,,12010,0,24490,25545,45.4,18.7
1/29/2020 4:30,0,,,,,0,,,26.5,
1/29/2020 5:00,0,12055,24202,,11975,0,24194,25522,45,22.5
1/29/2020 5:30,0,,,,,0,,,45,
1/29/2020 6:00,0,12044,25640,,11919,0,25631,26647,24.3,25.6
1/29/2020 6:30,0,,,,,0,,,45,
1/29/2020 7:00,0,12089,31049,,11911,0,31039,31820,46.5,36
1/29/2020 7:30,0,,,,,0,,,46.5,
1/29/2020 8:00,0,12098,36934,,11821,0,36923,37842,47.2,38.8
1/29/2020 8:30,0,,,,,0,,,47.2,
1/29/2020 9:00,219,12085,39184,,11715,214,38977,39626,47.3,41.6
1/29/2020 9:30,709,,,,,696,,,47.3,
1/29/2020 10:00,1281,12065,38941,,11765,1271,38764,39976,48.5,40.7
1/29/2020 10:30,1912,,,,,1914,,,47.3,
1/29/2020 11:00,2518,12009,37911,,11768,2475,37753,39561,48.5,37
1/29/2020 11:30,3074,,,,,2930,,,20,
1/29/2020 12:00,3391,11888,37052,,11829,3179,36991,39376,18.2,34.1
1/29/2020 12:30,3438,,,,,3194,,,18.2,
1/29/2020 13:00,3365,11709,36955,,11894,3132,36848,39297,18.5,34
1/29/2020 13:30,3124,,,,,2930,,,18.6,
1/29/2020 14:00,2806,11423,37237,,11756,2658,37181,39149,18.8,34.1
1/29/2020 14:30,2421,,,,,2322,,,18.8,
1/29/2020 15:00,1990,11136,37514,,11648,1913,37421,39251,19,36.8
1/29/2020 15:30,1520,,,,,1438,,,47.2,
1/29/2020 16:00,1040,10995,38652,,11630,974,38647,39973,18.1,34.1
1/29/2020 16:30,565,,,,,535,,,47.5,
1/29/2020 17:00,235,10938,40899,,11634,227,40892,42277,49,43.9
1/29/2020 17:30,57,,,,,55,,,49.8,
1/29/2020 18:00,0,10994,43309,,11598,0,43316,44200,51,52.1
1/29/2020 18:30,0,,,,,0,,,51,
1/29/2020 19:00,0,11070,42641,,11559,0,42656,44101,49.8,48.8
1/29/2020 19:30,0,,,,,0,,,49,
1/29/2020 20:00,0,11140,40950,,11533,0,40968,43015,49.8,43.7
1/29/2020 20:30,0,,,,,0,,,47.3,
1/29/2020 21:00,0,11243,38243,,11547,0,38257,40289,19.3,36.9
1/29/2020 21:30,0,,,,,0,,,18.1,
1/29/2020 22:00,0,11333,34418,,11540,0,34437,36548,18.1,34.1
1/29/2020 22:30,0,,,,,0,,,2.2,
1/29/2020 23:00,0,11372,30085,,11411,0,30098,32159,2.1,29
1/29/2020 23:30,0,,,,,0,,,0,
1/30/2020 0:00,0,11357,26340,,11211,0,26346,28251,2.5,26.4
1/30/2020 0:30,0,,,,,0,,,2.1,
1/30/2020 1:00,0,11512,25366,,11783,0,25344,27542,2.1,23.9
1/30/2020 1:30,0,,,,,0,,,13.9,
1/30/2020 2:00,0,11217,25012,,11462,0,24987,27059,13.1,23.3
1/30/2020 2:30,0,,,,,0,,,14.5,
1/30/2020 3:00,0,10904,24493,,11130,0,24465,26290,14.1,22.7
1/30/2020 3:30,0,,,,,0,,,14.9,
1/30/2020 4:00,0,10487,24197,,10780,0,24167,25748,44.8,22.4
1/30/2020 4:30,0,,,,,0,,,45.8,
1/30/2020 5:00,0,9895,24246,,10220,0,24208,25725,45.8,23.4
1/30/2020 5:30,0,,,,,0,,,44.8,
1/30/2020 6:00,0,9513,25759,,9844,0,25756,26772,31.7,28.7
1/30/2020 6:30,0,,,,,0,,,23.6,
1/30/2020 7:00,0,9540,30943,,9745,0,30964,31689,2.75,40
1/30/2020 7:30,0,,,,,0,,,33.5,
1/30/2020 8:00,0,9789,36684,,9852,0,36700,37677,2.75,40.3
1/30/2020 8:30,0,,,,,0,,,47.9,
1/30/2020 9:00,75,10220,38841,,10294,62,38606,39450,28.4,42.7
1/30/2020 9:30,235,,,,,194,,,33.4,
1/30/2020 10:00,434,10772,39037,,10847,370,38918,39785,47.8,44
1/30/2020 10:30,665,,,,,583,,,23,
1/30/2020 11:00,875,11256,38781,,11362,786,38697,39319,5,42.1
1/30/2020 11:30,1056,,,,,971,,,2.75,
1/30/2020 12:00,1172,11629,38642,,11810,1110,38477,39149,2.75,40.1
1/30/2020 12:30,1222,,,,,1197,,,7.5,
1/30/2020 13:00,1223,12001,38430,,12241,1225,38262,39064,45.5,37.7
1/30/2020 13:30,1177,,,,,1225,,,45.5,
1/30/2020 14:00,1098,12293,37992,,12587,1160,37892,38856,45.5,35.3
1/30/2020 14:30,984,,,,,1038,,,2.75,
1/30/2020 15:00,816,12487,37530,,12780,857,37453,38935,2.75,30.9
1/30/2020 15:30,598,,,,,626,,,5,
1/30/2020 16:00,402,12696,37539,,12833,418,37500,39672,44.9,32.7
1/30/2020 16:30,234,,,,,240,,,32.7,
1/30/2020 17:00,109,12767,39130,,12828,109,39107,41956,18.3,38.1
1/30/2020 17:30,27,,,,,27,,,44,
1/30/2020 18:00,0,12771,41469,,12818,0,41434,43845,44.9,46
1/30/2020 18:30,0,,,,,0,,,44.8,
1/30/2020 19:00,0,12780,40876,,12793,0,40835,43784,44.8,44
1/30/2020 19:30,0,,,,,0,,,44.8,
1/30/2020 20:00,0,12771,39177,,12815,0,39141,42746,44.8,39.8
1/30/2020 20:30,0,,,,,0,,,44.8,
1/30/2020 21:00,0,12761,36539,,12807,0,36509,40032,2.75,35.7
1/30/2020 21:30,0,,,,,0,,,32.6,
1/30/2020 22:00,0,12620,33056,,12683,0,33023,36359,22.8,36.4
1/30/2020 22:30,0,,,,,0,,,10,
1/30/2020 23:00,0,12362,29201,,12444,0,29177,32053,2.2,26
1/30/2020 23:30,0,,,,,0,,,2,
1/31/2020 0:00,0,12013,25895,,12091,0,25880,28198,5,20.5
1/31/2020 0:30,0,,,,,0,,,16,
1/31/2020 1:00,0,11711,25450,,11491,0,25431,27754,16,15.1
1/31/2020 1:30,0,,,,,0,,,43.7,
1/31/2020 2:00,0,11252,25264,,11031,0,25244,27240,43,16.2
1/31/2020 2:30,0,,,,,0,,,15.6,
1/31/2020 3:00,0,10918,24511,,10770,0,24490,26432,17.6,14.2
1/31/2020 3:30,0,,,,,0,,,16.8,
1/31/2020 4:00,0,10827,23630,,10682,0,23611,25829,25.9,13.3
1/31/2020 4:30,0,,,,,0,,,25.9,
1/31/2020 5:00,0,10845,22913,,10584,0,22891,25729,20,16.8
1/31/2020 5:30,0,,,,,0,,,2.5,
1/31/2020 6:00,0,10923,23713,,10596,0,23701,26801,2.75,22.1
1/31/2020 6:30,0,,,,,0,,,36.4,
1/31/2020 7:00,0,11081,28339,,10768,0,28340,31458,46,32.9
1/31/2020 7:30,0,,,,,0,,,51.5,
1/31/2020 8:00,0,11210,33600,,11010,0,33589,37112,50,34.9
1/31/2020 8:30,1,,,,,1,,,51.7,
1/31/2020 9:00,53,11315,35866,,11209,59,35784,38945,48,37.7
1/31/2020 9:30,156,,,,,173,,,13.1,
1/31/2020 10:00,301,11457,36525,,11398,318,36642,39558,13.1,40.4
1/31/2020 10:30,484,,,,,489,,,47,
1/31/2020 11:00,652,11599,36531,,11599,644,36713,39090,13,39.9
1/31/2020 11:30,802,,,,,780,,,47,
1/31/2020 12:00,932,11654,36591,,11691,887,36837,38920,47,40
1/31/2020 12:30,1042,,,,,964,,,47,
1/31/2020 13:00,1130,11691,36276,,11781,1027,36501,38738,47,39.8
1/31/2020 13:30,1190,,,,,1074,,,47,
1/31/2020 14:00,1166,11786,35585,,11902,1062,35717,38343,47,35.2
1/31/2020 14:30,1055,,,,,988,,,40,
1/31/2020 15:00,893,11935,35172,,12049,845,35207,38379,48.7,31
1/31/2020 15:30,688,,,,,639,,,13,
1/31/2020 16:00,485,12167,35562,,12257,441,35595,38916,13,30.8
1/31/2020 16:30,291,,,,,260,,,2.2,
1/31/2020 17:00,140,12365,37310,,12450,122,37303,40883,3,37
1/31/2020 17:30,35,,,,,31,,,3,
1/31/2020 18:00,0,12453,39934,,12624,0,39920,42683,48.7,45
1/31/2020 18:30,0,,,,,0,,,48.7,
1/31/2020 19:00,0,12592,39403,,12776,0,39396,42608,48.7,40
1/31/2020 19:30,0,,,,,0,,,47,
1/31/2020 20:00,0,12708,37768,,12882,0,37772,41570,48.5,37
1/31/2020 20:30,0,,,,,0,,,48,
1/31/2020 21:00,0,12754,35190,,12915,0,35199,38837,47,34
1/31/2020 21:30,0,,,,,0,,,3,
1/31/2020 22:00,0,12775,31752,,12856,0,31749,35231,45.3,32.1
1/31/2020 22:30,0,,,,,0,,,21.9,
1/31/2020 23:00,0,12682,28113,,12736,0,28112,31224,45.3,21
1/31/2020 23:30,0,,,,,0,,,13.4,
2/1/2020 0:00,0,12578,24716,,12639,0,24717,27674,47.9,12.1
2/1/2020 0:30,0,,,,,0,,,45.3,
2/1/2020 1:00,0,12749,23254,,12654,0,23232,26997,46,9.54
2/1/2020 1:30,0,,,,,0,,,47.9,
2/1/2020 2:00,0,12644,22583,,12578,0,22558,26323,46,8.85
2/1/2020 2:30,0,,,,,0,,,46,
2/1/2020 3:00,0,12512,21564,,12486,0,21539,25313,45.9,3.77
2/1/2020 3:30,0,,,,,0,,,45.9,
2/1/2020 4:00,0,12424,20853,,12436,0,20842,24463,17.7,0.28
2/1/2020 4:30,0,,,,,0,,,4.15,
2/1/2020 5:00,0,12405,20406,,12429,0,20392,24231,7.43,2
2/1/2020 5:30,0,,,,,0,,,20.9,
2/1/2020 6:00,0,12447,20922,,12516,0,20925,24350,45.9,6.3
2/1/2020 6:30,0,,,,,0,,,45.9,
2/1/2020 7:00,0,12530,22986,,12564,0,22999,26600,46.8,10.1
2/1/2020 7:30,0,,,,,0,,,46.8,
2/1/2020 8:00,0,12649,26271,,12597,0,26286,30435,28,18.9
2/1/2020 8:30,12,,,,,11,,,2.35,
2/1/2020 9:00,246,12709,28762,,12855,235,28619,32691,14.5,26.7
2/1/2020 9:30,701,,,,,672,,,46.8,
2/1/2020 10:00,1253,12839,30404,,13038,1224,30324,34409,2.5,35.8
2/1/2020 10:30,1880,,,,,1871,,,45,
2/1/2020 11:00,2492,13033,30567,,13022,2478,30385,34545,-65,33.7
2/1/2020 11:30,3065,,,,,3021,,,-66,
2/1/2020 12:00,3407,13054,30412,,12971,3403,30137,34656,45,32
2/1/2020 12:30,3512,,,,,3614,,,-11,
2/1/2020 13:00,3508,12929,30144,,12760,3613,29896,34613,3.13,30.2
2/1/2020 13:30,3403,,,,,3407,,,40,
2/1/2020 14:00,3205,12642,29725,,12394,3138,29563,34207,11.3,30
2/1/2020 14:30,2913,,,,,2814,,,12.2,
2/1/2020 15:00,2485,12281,29571,,11956,2377,29468,34334,13.1,32.7
2/1/2020 15:30,1928,,,,,1833,,,46.5,
2/1/2020 16:00,1364,11818,30766,,11441,1290,30726,35039,46.5,22.3
2/1/2020 16:30,813,,,,,768,,,40,
2/1/2020 17:00,387,11190,33038,,10881,365,33034,37375,48,35
2/1/2020 17:30,98,,,,,92,,,51.5,
2/1/2020 18:00,0,10482,36666,,10355,0,36636,39465,57.2,45.7
2/1/2020 18:30,0,,,,,0,,,57.2,
2/1/2020 19:00,0,9698,36303,,9707,0,36269,39449,53.4,50
2/1/2020 19:30,0,,,,,0,,,53,
2/1/2020 20:00,0,8931,34993,,8941,0,34963,38390,51.5,42
2/1/2020 20:30,0,,,,,0,,,51.4,
2/1/2020 21:00,0,8211,32865,,8031,0,32834,35905,51.4,34
2/1/2020 21:30,0,,,,,0,,,51.4,
2/1/2020 22:00,0,7444,30486,,7089,0,30457,32811,51.4,36.6
2/1/2020 22:30,0,,,,,0,,,51.4,
2/1/2020 23:00,0,6612,28163,,6244,0,28140,29487,48,38.5
2/1/2020 23:30,0,,,,,0,,,48,
2/2/2020 0:00,0,5715,25801,,5439,0,25793,26462,48,35.6
2/2/2020 0:30,0,,,,,0,,,47.7,
2/2/2020 1:00,0,3887,25496,,4108,0,25458,27048,46,40
2/2/2020 1:30,0,,,,,0,,,47.7,
2/2/2020 2:00,0,3339,25070,,3366,0,25025,26348,46,39.9
2/2/2020 2:30,0,,,,,0,,,45.9,
2/2/2020 3:00,0,2837,24178,,2640,0,24134,25303,9.95,36.9
2/2/2020 3:30,0,,,,,0,,,9.95,
2/2/2020 4:00,0,2556,23353,,2071,0,23306,24311,45.8,34.9
2/2/2020 4:30,0,,,,,0,,,45.9,
2/2/2020 5:00,0,2744,22543,,2001,0,22490,24071,45.8,30.7
2/2/2020 5:30,0,,,,,0,,,42.5,
2/2/2020 6:00,0,3242,22158,,2216,0,22120,24056,45.8,29.8
2/2/2020 6:30,0,,,,,0,,,45.8,
2/2/2020 7:00,0,3795,23307,,2602,0,23283,25307,46,32
2/2/2020 7:30,0,,,,,0,,,45.8,
2/2/2020 8:00,0,4368,25806,,3309,0,25766,28189,5.05,31.2
2/2/2020 8:30,3,,,,,3,,,14.5,
2/2/2020 9:00,87,4998,28165,,4076,93,28022,30462,46,33.1
2/2/2020 9:30,257,,,,,275,,,46.9,
2/2/2020 10:00,530,5713,30169,,4657,559,30089,32586,48,41
2/2/2020 10:30,896,,,,,938,,,49,
2/2/2020 11:00,1253,6648,31392,,5552,1295,31292,33430,48,43.1
2/2/2020 11:30,1584,,,,,1616,,,48,
2/2/2020 12:00,1817,7600,32114,,6653,1833,32021,33939,48,39.6
2/2/2020 12:30,1946,,,,,1942,,,46.9,
2/2/2020 13:00,1980,8521,32473,,7535,1974,32397,34332,46.9,36.7
2/2/2020 13:30,1925,,,,,1974,,,8.25,
2/2/2020 14:00,1791,9228,32476,,8357,1882,32407,34252,8.36,32.2
2/2/2020 14:30,1582,,,,,1692,,,8.55,
2/2/2020 15:00,1322,9692,32487,,8885,1431,32399,34554,47.7,28.1
2/2/2020 15:30,1018,,,,,1108,,,47.7,
2/2/2020 16:00,719,10129,33044,,9340,781,32992,35392,47.7,30.9
2/2/2020 16:30,433,,,,,464,,,47.7,
2/2/2020 17:00,209,10472,35056,,9865,220,35013,37966,47.7,35
2/2/2020 17:30,53,,,,,55,,,48,
2/2/2020 18:00,0,10706,38021,,10208,0,37965,40133,53.9,49.2
2/2/2020 18:30,0,,,,,0,,,53.9,
2/2/2020 19:00,0,10836,37264,,10464,0,37207,40201,51,45.1
2/2/2020 19:30,0,,,,,0,,,9.66,
2/2/2020 20:00,0,11046,35536,,10618,0,35490,39165,48,33
2/2/2020 20:30,0,,,,,0,,,10.5,
2/2/2020 21:00,0,11232,32982,,10746,0,32936,36695,48,33
2/2/2020 21:30,0,,,,,0,,,48,
2/2/2020 22:00,0,11282,30137,,10946,0,30093,33607,48,20.7
2/2/2020 22:30,0,,,,,0,,,22.6,
2/2/2020 23:00,0,11308,27035,,11064,0,26999,30044,47,15
2/2/2020 23:30,0,,,,,0,,,2.5,
2/3/2020 0:00,0,11313,23911,,11093,0,23886,26871,14.2,13.1
2/3/2020 0:30,0,,,,,0,,,14.9,
2/3/2020 1:00,0,11625,22828,,11205,0,22829,25746,15.7,12.8
2/3/2020 1:30,0,,,,,0,,,13.8,
2/3/2020 2:00,0,11883,22350,,11561,0,22352,25334,10.1,11.8
2/3/2020 2:30,0,,,,,0,,,3.16,
2/3/2020 3:00,0,12084,21459,,11864,0,21456,24707,0.3,7.59
2/3/2020 3:30,0,,,,,0,,,-1.3,
2/3/2020 4:00,0,12221,20920,,12028,0,20913,24208,15,5.71
2/3/2020 4:30,0,,,,,0,,,-8.9,
