Time,UK PV 10:00 DAH Forecast(MW),UK Wind 10:00 DAH Forecast(MW),UK Demand 10:00 DAH Forecast(MW),UK - PowerDemand - Observation - Total - Hourly - MW - RealData (MW),UK Wind 15:00 DAH Forecast(MW),UK PV 15:00 DAH Forecast(MW),UK Demand 15:00 DAH Forecast(MW),UK - PowerDemand - Normal - Total - Hourly - MW - Normal (MW),Elexon Estimated Imbalance Price  (3) (£/MWh),EPEX UK DayAhead Hourly Price (1) (£/MWh)
1/9/2020 20:30,0,,,,,0,,,57.5,
1/9/2020 21:00,0,3777,38892,,4604,0,38887,40389,53,37.5
1/9/2020 21:30,0,,,,,0,,,50,
1/9/2020 22:00,0,4339,35393,,5129,0,35390,36610,19,37.5
1/9/2020 22:30,0,,,,,0,,,50,
1/9/2020 23:00,0,4848,31521,,5423,0,31521,32374,51,34.5
1/9/2020 23:30,0,,,,,0,,,19,
1/10/2020 0:00,0,5001,27948,,5454,0,27950,28581,49,36.6
1/10/2020 0:30,0,,,,,0,,,49.3,
1/10/2020 1:00,0,3584,27373,,4070,0,27369,27908,49,35.8
1/10/2020 1:30,0,,,,,0,,,49.2,
1/10/2020 2:00,0,3593,26833,,3900,0,26828,27418,49.2,34.8
1/10/2020 2:30,0,,,,,0,,,49,
1/10/2020 3:00,0,3983,26043,,4196,0,26037,26555,17,28
1/10/2020 3:30,0,,,,,0,,,10,
1/10/2020 4:00,0,4600,25515,,4854,0,25510,25865,7,24.4
1/10/2020 4:30,0,,,,,0,,,8,
1/10/2020 5:00,0,4922,25354,,5278,0,25348,25783,49,24.6
1/10/2020 5:30,0,,,,,0,,,22,
1/10/2020 6:00,0,4933,26485,,5236,0,26481,26792,6,27.9
1/10/2020 6:30,0,,,,,0,,,6,
1/10/2020 7:00,0,4721,31230,,5015,0,31227,31757,11,38.1
1/10/2020 7:30,0,,,,,0,,,49.2,
1/10/2020 8:00,0,4345,36951,,4896,0,36949,37372,49.2,41.4
1/10/2020 8:30,0,,,,,0,,,69,
1/10/2020 9:00,107,4006,39524,,4533,108,39512,39745,100,47.1
1/10/2020 9:30,435,,,,,437,,,115,
1/10/2020 10:00,995,3911,39808,,4097,1001,39799,40275,100,47.7
1/10/2020 10:30,1766,,,,,1777,,,60.5,
1/10/2020 11:00,2427,4084,39196,,4023,2446,39182,39963,60.5,44.2
1/10/2020 11:30,2942,,,,,2974,,,60.5,
1/10/2020 12:00,3230,4192,38793,,4094,3304,38773,39940,58,38.1
1/10/2020 12:30,3282,,,,,3433,,,52,
1/10/2020 13:00,3250,4517,38522,,4420,3432,38507,39889,55,34.7
1/10/2020 13:30,3108,,,,,3304,,,52,
1/10/2020 14:00,2794,5344,38115,,5185,3012,38104,39614,19,32.7
1/10/2020 14:30,2313,,,,,2561,,,19,
1/10/2020 15:00,1782,6373,38106,,6163,2005,38101,39700,19.1,32.9
1/10/2020 15:30,1219,,,,,1361,,,19.2,
1/10/2020 16:00,692,7358,38957,,7082,764,38956,40287,43.1,35.4
1/10/2020 16:30,223,,,,,242,,,43.1,
1/10/2020 17:00,0,8214,42429,,7906,0,42428,42396,57,41.2
1/10/2020 17:30,0,,,,,0,,,57.8,
1/10/2020 18:00,0,9127,42836,,8722,0,42839,43888,57,43.8
1/10/2020 18:30,0,,,,,0,,,55,
1/10/2020 19:00,0,9913,42061,,9503,0,42062,43368,56.2,39.5
1/10/2020 19:30,0,,,,,0,,,53,
1/10/2020 20:00,0,10411,40224,,10103,0,40224,41974,19.3,39.4
1/10/2020 20:30,0,,,,,0,,,19.2,
1/10/2020 21:00,0,10779,37370,,10516,0,37369,39282,48.2,36.2
1/10/2020 21:30,0,,,,,0,,,50.3,
1/10/2020 22:00,0,11096,33636,,10873,0,33634,35636,52,34.8
1/10/2020 22:30,0,,,,,0,,,50,
1/10/2020 23:00,0,11328,29709,,11145,0,29705,31753,53,27.6
1/10/2020 23:30,0,,,,,0,,,50,
1/11/2020 0:00,0,11467,26071,,11351,0,26069,28271,50,30
1/11/2020 0:30,0,,,,,0,,,50,
1/11/2020 1:00,0,11487,25247,,11842,0,25237,26974,50,28.2
1/11/2020 1:30,0,,,,,0,,,50,
1/11/2020 2:00,0,11717,24331,,11989,0,24321,26343,50,26
1/11/2020 2:30,0,,,,,0,,,29,
1/11/2020 3:00,0,11888,23104,,12122,0,23094,25197,28.5,24
1/11/2020 3:30,0,,,,,0,,,27.2,
1/11/2020 4:00,0,12062,22139,,12227,0,22129,24060,27.9,20.5
1/11/2020 4:30,0,,,,,0,,,26.7,
1/11/2020 5:00,0,12209,21653,,12333,0,21643,23814,28,15
1/11/2020 5:30,0,,,,,0,,,26.6,
1/11/2020 6:00,0,12244,21925,,12411,0,21918,24031,27.2,17.4
1/11/2020 6:30,0,,,,,0,,,27.2,
1/11/2020 7:00,0,12305,24008,,12439,0,24007,26289,30,25
1/11/2020 7:30,0,,,,,0,,,49,
1/11/2020 8:00,0,12521,27444,,12538,0,27447,30077,32.9,29.5
1/11/2020 8:30,0,,,,,0,,,49,
1/11/2020 9:00,34,12638,30201,,12672,34,30173,32697,5,33.2
1/11/2020 9:30,144,,,,,142,,,50,
1/11/2020 10:00,354,12526,32296,,12722,350,32261,34430,50,33.1
1/11/2020 10:30,660,,,,,649,,,50,
1/11/2020 11:00,941,12488,32591,,12718,934,32566,34949,50,33
1/11/2020 11:30,1185,,,,,1191,,,50,
1/11/2020 12:00,1380,12502,32657,,12585,1379,32641,35141,50,33.6
1/11/2020 12:30,1521,,,,,1493,,,54.5,
1/11/2020 13:00,1564,12336,32844,,12388,1511,32832,35317,54.5,32.4
1/11/2020 13:30,1552,,,,,1433,,,60,
1/11/2020 14:00,1393,12083,32512,,12226,1277,32496,35105,60,35.9
1/11/2020 14:30,1107,,,,,1048,,,50,
1/11/2020 15:00,800,11973,32357,,12198,773,32345,35206,54.5,34.7
1/11/2020 15:30,487,,,,,463,,,54.5,
1/11/2020 16:00,243,12019,33190,,12294,226,33183,35900,19.4,29.3
1/11/2020 16:30,78,,,,,71,,,19.4,
1/11/2020 17:00,0,11884,36333,,12166,0,36328,38537,10.3,38.6
1/11/2020 17:30,0,,,,,0,,,50,
1/11/2020 18:00,0,11411,37230,,11875,0,37224,40259,10.3,59.5
1/11/2020 18:30,0,,,,,0,,,19.3,
1/11/2020 19:00,0,10884,36644,,11595,0,36637,39704,19.3,51.5
1/11/2020 19:30,0,,,,,0,,,10.5,
1/11/2020 20:00,0,10354,35012,,11172,0,35005,38325,10.3,44.4
1/11/2020 20:30,0,,,,,0,,,10.3,
1/11/2020 21:00,0,9685,32824,,10629,0,32816,35879,10.3,40
1/11/2020 21:30,0,,,,,0,,,12,
1/11/2020 22:00,0,9175,30179,,10144,0,30171,32587,12,37.9
1/11/2020 22:30,0,,,,,0,,,13.1,
1/11/2020 23:00,0,8815,27564,,9650,0,27556,29447,13.1,34
1/11/2020 23:30,0,,,,,0,,,10,
1/12/2020 0:00,0,8322,24955,,9027,0,24949,26487,17.3,33.7
1/12/2020 0:30,0,,,,,0,,,49.8,
1/12/2020 1:00,0,7639,24633,,8093,0,24614,26415,50,35
1/12/2020 1:30,0,,,,,0,,,50,
1/12/2020 2:00,0,7204,23913,,7508,0,23893,25738,54.5,32.9
1/12/2020 2:30,0,,,,,0,,,50,
1/12/2020 3:00,0,6947,22889,,7119,0,22869,24453,54.5,29.2
1/12/2020 3:30,0,,,,,0,,,50,
1/12/2020 4:00,0,6827,22050,,6994,0,22031,23226,50,24.1
1/12/2020 4:30,0,,,,,0,,,50,
1/12/2020 5:00,0,6811,21611,,7068,0,21591,22980,54,20.6
1/12/2020 5:30,0,,,,,0,,,54,
1/12/2020 6:00,0,6940,21371,,7281,0,21355,22819,50,21.8
1/12/2020 6:30,0,,,,,0,,,50,
1/12/2020 7:00,0,7484,22387,,7842,0,22369,24231,50,27.6
1/12/2020 7:30,0,,,,,0,,,50,
1/12/2020 8:00,0,8092,24589,,8459,0,24560,26797,20.6,25
1/12/2020 8:30,0,,,,,0,,,18.4,
1/12/2020 9:00,58,8540,27161,,8956,66,27116,29410,19.6,31.4
1/12/2020 9:30,241,,,,,273,,,50,
1/12/2020 10:00,584,8919,29363,,9248,642,29342,31459,54,38
1/12/2020 10:30,1077,,,,,1165,,,50,
1/12/2020 11:00,1545,9068,30583,,9247,1681,30586,33008,54,40.2
1/12/2020 11:30,1973,,,,,2168,,,50,
1/12/2020 12:00,2347,9412,31426,,9334,2534,31421,34103,16,40.7
1/12/2020 12:30,2658,,,,,2769,,,10,
1/12/2020 13:00,2784,9761,31596,,9467,2845,31582,34408,10,40
1/12/2020 13:30,2784,,,,,2845,,,15.3,
1/12/2020 14:00,2661,9706,31367,,9401,2691,31352,34458,10.2,38
1/12/2020 14:30,2306,,,,,2319,,,10.1,
1/12/2020 15:00,1859,9386,31817,,9228,1852,31802,34668,10.3,35.1
1/12/2020 15:30,1333,,,,,1306,,,10.3,
1/12/2020 16:00,796,8958,33068,,8777,767,33051,35612,10.3,31
1/12/2020 16:30,272,,,,,261,,,10.4,
1/12/2020 17:00,3,8496,37673,,8130,2,37644,38474,58,45
1/12/2020 17:30,0,,,,,0,,,58.9,
1/12/2020 18:00,0,8001,38994,,7712,0,38975,40321,59,65
1/12/2020 18:30,0,,,,,0,,,59,
1/12/2020 19:00,0,7650,38566,,7479,0,38534,39805,58.9,51.4
1/12/2020 19:30,0,,,,,0,,,58,
1/12/2020 20:00,0,7547,36909,,7346,0,36879,38426,10.6,41
1/12/2020 20:30,0,,,,,0,,,10.6,
1/12/2020 21:00,0,7504,34705,,7336,0,34670,35991,54,39.6
1/12/2020 21:30,0,,,,,0,,,10.6,
1/12/2020 22:00,0,7470,31966,,7450,0,31938,32784,52,41
1/12/2020 22:30,0,,,,,0,,,23,
1/12/2020 23:00,0,7441,28947,,7651,0,28925,29443,5,33
1/12/2020 23:30,0,,,,,0,,,0.5,
1/13/2020 0:00,0,7520,25845,,7848,0,25829,26172,22.3,26.3
1/13/2020 0:30,0,,,,,0,,,22.3,
1/13/2020 1:00,0,8514,25109,,8699,0,25099,25303,0.5,23.5
1/13/2020 1:30,0,,,,,0,,,0.5,
1/13/2020 2:00,0,8817,24625,,8888,0,24617,24914,0.5,22.3
1/13/2020 2:30,0,,,,,0,,,0.5,
1/13/2020 3:00,0,9091,23900,,9129,0,23896,24243,46,21.8
1/13/2020 3:30,0,,,,,0,,,0.5,
1/13/2020 4:00,0,9364,23354,,9412,0,23346,23691,46,20.8
1/13/2020 4:30,0,,,,,0,,,46,
1/13/2020 5:00,0,9721,23116,,9830,0,23103,23679,4.5,23
1/13/2020 5:30,0,,,,,0,,,0.5,
1/13/2020 6:00,0,10265,24561,,10326,0,24553,24960,35.8,31.4
1/13/2020 6:30,0,,,,,0,,,36,
1/13/2020 7:00,0,10891,29914,,10773,0,29906,30591,52.8,41
1/13/2020 7:30,0,,,,,0,,,50,
1/13/2020 8:00,0,11365,35732,,11232,0,35719,36960,50,43.9
1/13/2020 8:30,0,,,,,0,,,51.1,
1/13/2020 9:00,64,11819,38186,,11743,62,38200,39110,56.5,41.4
1/13/2020 9:30,258,,,,,247,,,55,
1/13/2020 10:00,574,12291,38282,,12254,547,38296,39576,55,40.6
1/13/2020 10:30,998,,,,,948,,,10.1,
1/13/2020 11:00,1344,12618,37810,,12679,1310,37808,39358,54.5,39.2
1/13/2020 11:30,1594,,,,,1610,,,10.2,
1/13/2020 12:00,1744,12855,37621,,12966,1711,37596,39419,10.5,40.9
1/13/2020 12:30,1775,,,,,1682,,,10.6,
1/13/2020 13:00,1710,12961,37789,,13068,1556,37792,39377,54,39.9
1/13/2020 13:30,1508,,,,,1367,,,54,
1/13/2020 14:00,1265,12874,37965,,12948,1145,37963,39358,53.5,39.1
1/13/2020 14:30,989,,,,,897,,,54,
1/13/2020 15:00,694,12775,38151,,12787,634,38144,39479,11.3,37.4
1/13/2020 15:30,390,,,,,365,,,53.5,
1/13/2020 16:00,173,12761,39121,,12752,170,39112,40199,53.5,38
1/13/2020 16:30,49,,,,,55,,,55,
1/13/2020 17:00,0,12758,41990,,12727,0,41969,42639,54,41.5
1/13/2020 17:30,0,,,,,0,,,54,
1/13/2020 18:00,0,12734,42826,,12762,0,42816,44248,54,49.7
1/13/2020 18:30,0,,,,,0,,,53.3,
1/13/2020 19:00,0,12793,42308,,12916,0,42296,43770,52.8,40.7
1/13/2020 19:30,0,,,,,0,,,52.8,
1/13/2020 20:00,0,12900,40449,,13025,0,40433,42391,52.8,40.9
1/13/2020 20:30,0,,,,,0,,,53.3,
1/13/2020 21:00,0,12952,37582,,13031,0,37569,39697,52,36
1/13/2020 21:30,0,,,,,0,,,52,
1/13/2020 22:00,0,12943,33837,,12961,0,33826,35774,50,26.8
1/13/2020 22:30,0,,,,,0,,,5.1,
1/13/2020 23:00,0,12881,29658,,12848,0,29647,31437,10,23.3
1/13/2020 23:30,0,,,,,0,,,2.5,
1/14/2020 0:00,0,12791,25669,,12729,0,25662,27486,50,20.4
1/14/2020 0:30,0,,,,,0,,,50,
1/14/2020 1:00,0,12949,24675,,13023,0,24658,26531,50,16.4
1/14/2020 1:30,0,,,,,0,,,52,
1/14/2020 2:00,0,12829,24246,,12847,0,24227,26083,52,12.9
1/14/2020 2:30,0,,,,,0,,,52,
1/14/2020 3:00,0,12755,23611,,12708,0,23593,25344,50,7.86
1/14/2020 3:30,0,,,,,0,,,12.4,
1/14/2020 4:00,0,12659,23168,,12565,0,23150,24692,12,7.25
1/14/2020 4:30,0,,,,,0,,,11.4,
1/14/2020 5:00,0,12586,23069,,12465,0,23051,24673,18,14.5
1/14/2020 5:30,0,,,,,0,,,50,
1/14/2020 6:00,0,12522,24463,,12456,0,24447,25811,2.5,23.8
1/14/2020 6:30,0,,,,,0,,,50,
1/14/2020 7:00,0,12488,29682,,12437,0,29670,31299,52,30.8
1/14/2020 7:30,0,,,,,0,,,53.5,
1/14/2020 8:00,0,12522,35484,,12438,0,35476,37453,52,34.2
1/14/2020 8:30,0,,,,,0,,,53.5,
1/14/2020 9:00,54,12486,37833,,12459,60,37762,39528,54,35
1/14/2020 9:30,214,,,,,234,,,54,
1/14/2020 10:00,460,12378,38164,,12355,484,38111,39974,54,35.2
1/14/2020 10:30,781,,,,,797,,,54,
1/14/2020 11:00,1019,12293,37867,,12259,1017,37822,39704,55,35.2
1/14/2020 11:30,1160,,,,,1133,,,55,
1/14/2020 12:00,1163,12223,37794,,12284,1156,37782,39747,54,38
1/14/2020 12:30,1035,,,,,1089,,,58,
1/14/2020 13:00,894,12182,38153,,12316,962,38131,39693,58,41.3
1/14/2020 13:30,751,,,,,783,,,58,
1/14/2020 14:00,623,12174,38508,,12223,624,38477,39623,55,44
1/14/2020 14:30,511,,,,,487,,,55,
1/14/2020 15:00,372,11827,38636,,11872,348,38618,39736,55,41.9
1/14/2020 15:30,210,,,,,210,,,55,
1/14/2020 16:00,97,11126,39510,,11234,104,39502,40436,55,38.4
1/14/2020 16:30,35,,,,,34,,,55,
1/14/2020 17:00,4,10291,42033,,10525,0,42034,42903,59.8,50
1/14/2020 17:30,0,,,,,0,,,59.8,
1/14/2020 18:00,0,9952,42904,,10174,0,42916,44512,59.8,56.4
1/14/2020 18:30,0,,,,,0,,,58,
1/14/2020 19:00,0,10102,42285,,10372,0,42293,44034,54.5,47.5
1/14/2020 19:30,0,,,,,0,,,53.6,
1/14/2020 20:00,0,10360,40559,,10881,0,40560,42654,54.5,44.4
1/14/2020 20:30,0,,,,,0,,,53.6,
1/14/2020 21:00,0,10900,37697,,11469,0,37693,39966,54,40
1/14/2020 21:30,0,,,,,0,,,53,
1/14/2020 22:00,0,11370,34051,,11951,0,34040,36088,52.8,32.7
1/14/2020 22:30,0,,,,,0,,,52,
1/14/2020 23:00,0,11655,30067,,12188,0,30052,31805,52,25.9
1/14/2020 23:30,0,,,,,0,,,50,
1/15/2020 0:00,0,11862,26306,,12231,0,26292,27899,51.5,21
1/15/2020 0:30,0,,,,,0,,,50,
1/15/2020 1:00,0,12216,25520,,12005,0,25509,26947,12,17
1/15/2020 1:30,0,,,,,0,,,26.4,
1/15/2020 2:00,0,12091,24989,,11863,0,24979,26487,50,14.1
1/15/2020 2:30,0,,,,,0,,,49.5,
1/15/2020 3:00,0,11894,24173,,11522,0,24163,25735,26.4,9.74
1/15/2020 3:30,0,,,,,0,,,12,
1/15/2020 4:00,0,11776,23529,,11302,0,23518,25080,2.5,9.24
1/15/2020 4:30,0,,,,,0,,,-11,
1/15/2020 5:00,0,11782,23303,,11347,0,23291,25061,2.5,16.1
1/15/2020 5:30,0,,,,,0,,,2.5,
1/15/2020 6:00,0,11835,24660,,11508,0,24651,26158,2.5,25.2
1/15/2020 6:30,0,,,,,0,,,31.9,
1/15/2020 7:00,0,11984,29815,,11810,0,29808,31558,10,33.8
1/15/2020 7:30,0,,,,,0,,,51,
1/15/2020 8:00,0,12153,35575,,12065,0,35575,37625,10,38
1/15/2020 8:30,0,,,,,0,,,53,
1/15/2020 9:00,48,12212,37862,,12091,37,37838,39690,53.5,45.3
1/15/2020 9:30,206,,,,,165,,,53.5,
1/15/2020 10:00,547,12065,38204,,12039,466,38204,40129,57.5,45.7
1/15/2020 10:30,1063,,,,,935,,,53.6,
1/15/2020 11:00,1579,11883,37535,,11713,1407,37556,39820,53,41.4
1/15/2020 11:30,2074,,,,,1867,,,52.8,
1/15/2020 12:00,2506,11948,37284,,11551,2292,37297,39873,51,37.9
1/15/2020 12:30,2863,,,,,2670,,,50,
1/15/2020 13:00,3079,12260,36610,,11906,2897,36607,39819,13,34.2
1/15/2020 13:30,3110,,,,,2937,,,12.5,
1/15/2020 14:00,2996,12623,35933,,12282,2844,35929,39745,50,31.9
1/15/2020 14:30,2640,,,,,2543,,,12.5,
1/15/2020 15:00,2157,12798,36181,,12586,2101,36175,39851,5,32
1/15/2020 15:30,1565,,,,,1532,,,10,
1/15/2020 16:00,951,12795,37179,,12733,938,37171,40551,10,34.7
1/15/2020 16:30,348,,,,,350,,,11.6,
1/15/2020 17:00,29,12712,40890,,12764,36,40879,43010,50,48.6
1/15/2020 17:30,0,,,,,0,,,54.3,
1/15/2020 18:00,0,12691,42336,,12807,0,42328,44619,54.8,54.7
1/15/2020 18:30,0,,,,,0,,,54.8,
1/15/2020 19:00,0,12768,41890,,12866,0,41874,44133,54.3,49
1/15/2020 19:30,0,,,,,0,,,53,
1/15/2020 20:00,0,12801,40342,,12872,0,40324,42753,52.9,44
1/15/2020 20:30,0,,,,,0,,,13.1,
1/15/2020 21:00,0,12689,37729,,12734,0,37710,40065,10,36.9
1/15/2020 21:30,0,,,,,0,,,9,
1/15/2020 22:00,0,12487,34201,,12550,0,34184,36235,50,31.1
1/15/2020 22:30,0,,,,,0,,,50,
1/15/2020 23:00,0,12194,30168,,12295,0,30158,31963,50,27.6
1/15/2020 23:30,0,,,,,0,,,2.1,
1/16/2020 0:00,0,11733,26529,,11857,0,26524,28122,2.08,26.1
1/16/2020 0:30,0,,,,,0,,,2.5,
1/16/2020 1:00,0,10866,25795,,10735,0,25793,27757,50,26.1
1/16/2020 1:30,0,,,,,0,,,50,
1/16/2020 2:00,0,10599,25323,,10465,0,25321,27277,50,25.8
1/16/2020 2:30,0,,,,,0,,,50,
1/16/2020 3:00,0,10650,24528,,10546,0,24525,26543,50,25
1/16/2020 3:30,0,,,,,0,,,12,
1/16/2020 4:00,0,10715,23876,,10559,0,23874,25906,0,24.9
1/16/2020 4:30,0,,,,,0,,,1,
1/16/2020 5:00,0,10843,23656,,10664,0,23653,25884,19.4,25.9
1/16/2020 5:30,0,,,,,0,,,21.1,
1/16/2020 6:00,0,10972,24874,,10806,0,24873,26968,36,32.2
1/16/2020 6:30,0,,,,,0,,,38.5,
1/16/2020 7:00,0,11176,29875,,11077,0,29875,32136,42.9,38
1/16/2020 7:30,0,,,,,0,,,50,
1/16/2020 8:00,0,11608,35526,,11599,0,35528,38161,50,45.9
1/16/2020 8:30,0,,,,,0,,,57,
1/16/2020 9:00,51,12144,37621,,12100,64,37600,40245,50,41.3
1/16/2020 9:30,201,,,,,254,,,12.8,
1/16/2020 10:00,433,12592,38017,,12469,532,37997,40645,37.3,38.4
1/16/2020 10:30,736,,,,,884,,,50,
1/16/2020 11:00,970,12892,37692,,12736,1144,37675,40336,50,37.2
1/16/2020 11:30,1124,,,,,1299,,,50,
1/16/2020 12:00,1182,13036,37682,,12866,1350,37676,40339,12.5,35.4
1/16/2020 12:30,1182,,,,,1350,,,50,
1/16/2020 13:00,1150,13113,37769,,12960,1288,37765,40285,50,35.9
1/16/2020 13:30,1053,,,,,1126,,,49.9,
1/16/2020 14:00,902,13218,37770,,13127,943,37765,40210,12.5,36.6
1/16/2020 14:30,701,,,,,746,,,32.8,
1/16/2020 15:00,515,13297,37814,,13293,555,37809,40317,48,37.6
1/16/2020 15:30,350,,,,,375,,,20,
1/16/2020 16:00,204,13331,38412,,13332,220,38406,41026,47,37.4
1/16/2020 16:30,82,,,,,94,,,48,
1/16/2020 17:00,15,13309,40939,,13318,22,40931,43495,49.5,42
1/16/2020 17:30,2,,,,,4,,,49.5,
1/16/2020 18:00,0,13192,42045,,13262,0,42040,45104,49.5,49.9
1/16/2020 18:30,0,,,,,0,,,50,
1/16/2020 19:00,0,12919,41370,,13156,0,41362,44601,5,47.4
1/16/2020 19:30,0,,,,,0,,,50,
1/16/2020 20:00,0,12494,39702,,12951,0,39694,43226,50,44
1/16/2020 20:30,0,,,,,0,,,50,
1/16/2020 21:00,0,12203,37098,,12659,0,37088,40545,50,38
1/16/2020 21:30,0,,,,,0,,,50,
1/16/2020 22:00,0,11981,33698,,12300,0,33690,36803,50,34.9
1/16/2020 22:30,0,,,,,0,,,32.7,
1/16/2020 23:00,0,11520,29832,,11690,0,29827,32570,27.7,29.9
1/16/2020 23:30,0,,,,,0,,,25.1,
1/17/2020 0:00,0,10953,26414,,10884,0,26410,28776,49.9,24.2
1/17/2020 0:30,0,,,,,0,,,45,
1/17/2020 1:00,0,9868,25865,,9912,0,25851,28187,21.3,24
1/17/2020 1:30,0,,,,,0,,,49.5,
1/17/2020 2:00,0,8780,25470,,8938,0,25458,27697,35,23.5
1/17/2020 2:30,0,,,,,0,,,36.7,
1/17/2020 3:00,0,7987,24765,,8013,0,24752,26852,20.3,22.7
1/17/2020 3:30,0,,,,,0,,,19.8,
1/17/2020 4:00,0,7357,24302,,7204,0,24292,26174,40,22.9
1/17/2020 4:30,0,,,,,0,,,28.5,
1/17/2020 5:00,0,6689,24258,,6707,0,24249,26090,21,24.7
1/17/2020 5:30,0,,,,,0,,,21.6,
1/17/2020 6:00,0,6326,25383,,6448,0,25379,27089,24.2,31.3
1/17/2020 6:30,0,,,,,0,,,24.2,
1/17/2020 7:00,0,6422,30041,,6301,0,30040,32051,49,35.7
1/17/2020 7:30,0,,,,,0,,,4.5,
1/17/2020 8:00,0,6633,35582,,6450,0,35580,37665,10,38.8
1/17/2020 8:30,0,,,,,0,,,52,
1/17/2020 9:00,69,6826,37811,,6767,67,37794,40012,60.8,42.3
1/17/2020 9:30,281,,,,,274,,,60.8,
1/17/2020 10:00,653,7202,38240,,7208,636,38227,40495,60.8,44
1/17/2020 10:30,1168,,,,,1140,,,15.5,
1/17/2020 11:00,1591,7724,37690,,7669,1571,37667,40162,15.5,40.5
1/17/2020 11:30,1902,,,,,1910,,,18,
1/17/2020 12:00,2122,8096,37432,,7922,2121,37464,40088,56,36.7
1/17/2020 12:30,2251,,,,,2206,,,56,
1/17/2020 13:00,2286,8101,36988,,7976,2229,37017,40038,15.7,35.2
1/17/2020 13:30,2246,,,,,2229,,,15.7,
1/17/2020 14:00,2098,8069,36448,,7830,2103,36464,39762,15.9,34.4
1/17/2020 14:30,1853,,,,,1808,,,16,
1/17/2020 15:00,1539,8086,36363,,7731,1462,36367,39848,16,35.2
1/17/2020 15:30,1162,,,,,1076,,,16.1,
1/17/2020 16:00,749,7939,37222,,7673,677,37216,40435,16,36.6
1/17/2020 16:30,317,,,,,280,,,16.2,
1/17/2020 17:00,70,7921,40548,,7637,57,40528,42580,16.3,46.2
1/17/2020 17:30,11,,,,,8,,,54.5,
1/17/2020 18:00,0,8136,42053,,7830,0,42044,44072,54.5,51.4
1/17/2020 18:30,0,,,,,0,,,54,
1/17/2020 19:00,0,8311,41654,,8321,0,41642,43552,62,44.9
1/17/2020 19:30,0,,,,,0,,,46.4,
1/17/2020 20:00,0,8377,40091,,8796,0,40084,42165,16.6,39.5
1/17/2020 20:30,0,,,,,0,,,55.5,
1/17/2020 21:00,0,8300,37556,,8711,0,37554,39479,54,38
1/17/2020 21:30,0,,,,,0,,,50,
1/17/2020 22:00,0,8196,34225,,8434,0,34218,35870,49.5,37.2
1/17/2020 22:30,0,,,,,0,,,16.3,
1/17/2020 23:00,0,8049,30548,,8425,0,30540,31989,16.2,32.7
1/17/2020 23:30,0,,,,,0,,,3,
1/18/2020 0:00,0,7886,27279,,8445,0,27273,28494,15,28.7
1/18/2020 0:30,0,,,,,0,,,0,
1/18/2020 1:00,0,10306,26043,,10500,0,26044,28799,0,25.9
1/18/2020 1:30,0,,,,,0,,,0.866,
1/18/2020 2:00,0,10196,25430,,10394,0,25437,28180,45,26.6
1/18/2020 2:30,0,,,,,0,,,2.1,
1/18/2020 3:00,0,9985,24475,,10009,0,24480,27136,2.1,23.1
1/18/2020 3:30,0,,,,,0,,,19.2,
1/18/2020 4:00,0,9510,23726,,9407,0,23730,26082,45,23.1
1/18/2020 4:30,0,,,,,0,,,49.5,
1/18/2020 5:00,0,9044,23446,,9128,0,23449,25894,49.5,23.3
1/18/2020 5:30,0,,,,,0,,,49.5,
1/18/2020 6:00,0,8858,23847,,9163,0,23858,26125,33.9,27
1/18/2020 6:30,0,,,,,0,,,32.6,
1/18/2020 7:00,0,8735,26089,,9062,0,26113,28383,49.5,29
1/18/2020 7:30,0,,,,,0,,,49.5,
1/18/2020 8:00,0,8453,29512,,8877,0,29543,32169,50,32.5
1/18/2020 8:30,0,,,,,0,,,49.8,
1/18/2020 9:00,135,8116,32363,,8696,137,32362,34800,49.5,34
1/18/2020 9:30,532,,,,,538,,,50,
1/18/2020 10:00,1106,7846,34152,,8377,1110,34141,36524,50,37.1
1/18/2020 10:30,1836,,,,,1829,,,49.8,
1/18/2020 11:00,2496,7709,33989,,7926,2461,34032,36911,49.8,37.1
1/18/2020 11:30,3058,,,,,2979,,,49.5,
1/18/2020 12:00,3415,7625,33680,,7637,3310,33723,36979,49.5,34.5
1/18/2020 12:30,3562,,,,,3453,,,49.5,
1/18/2020 13:00,3592,7498,33344,,7400,3483,33401,37155,16,33
1/18/2020 13:30,3512,,,,,3411,,,16,
1/18/2020 14:00,3254,7214,33101,,7070,3177,33143,36943,16,32.1
1/18/2020 14:30,2824,,,,,2786,,,11.8,
1/18/2020 15:00,2302,6837,33476,,6736,2281,33506,37044,16,32.4
1/18/2020 15:30,1703,,,,,1676,,,16,
1/18/2020 16:00,1074,6472,34875,,6347,1048,34888,37737,49.5,32.8
1/18/2020 16:30,444,,,,,424,,,52.5,
1/18/2020 17:00,89,6198,38360,,6017,77,38354,40376,19,42.5
1/18/2020 17:30,13,,,,,10,,,50.1,
1/18/2020 18:00,0,5998,40085,,5830,0,40079,42104,52.5,56
1/18/2020 18:30,0,,,,,0,,,52.5,
1/18/2020 19:00,0,5796,39642,,5752,0,39635,41565,52.5,49
1/18/2020 19:30,0,,,,,0,,,50,
1/18/2020 20:00,0,5660,38152,,5675,0,38141,40180,52.5,44.4
1/18/2020 20:30,0,,,,,0,,,50,
1/18/2020 21:00,0,5597,35931,,5519,0,35917,37741,19.5,41
1/18/2020 21:30,0,,,,,0,,,49.9,
